timestamp,model,task,layer,variant,perturbation,score,split
2026-07-12T18:42:59.739003,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,46,attn,avg,86.0,P
2026-07-12T18:44:48.249964,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,46,mlp,avg,88.0,P
2026-07-12T18:46:36.924985,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,47,attn,avg,86.0,P
2026-07-12T18:48:25.317527,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,47,mlp,avg,88.0,P
2026-07-12T18:50:13.713869,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,48,attn,avg,90.0,P
2026-07-12T18:52:02.467055,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,48,mlp,avg,88.0,P
2026-07-12T18:53:50.694586,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,49,attn,avg,90.0,P
2026-07-12T18:55:39.127520,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,49,mlp,avg,82.0,P
2026-07-12T18:57:27.700146,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,50,attn,avg,90.0,P
2026-07-12T18:59:16.179339,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,50,mlp,avg,92.0,P
2026-07-12T19:01:04.869460,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,51,attn,avg,84.0,P
