layer,group,base_mean,tgt_mean,delta_mean,base_std,tgt_std,delta_std,cosine
43,mlp,8.935622237018053e-07,8.913819802599971e-07,-2.1802434418082213e-09,0.023512112354274913,0.02351152176979851,-5.905844764030055e-07,0.9999885878878096
44,attn,1.6329944447067588e-06,1.6376736838522726e-06,4.679239145513807e-09,0.02292082667073879,0.022920281625715862,-5.450450229274595e-07,0.9999876692509361
44,mlp,1.5428034941526494e-06,1.5400242843678254e-06,-2.779209784823954e-09,0.023715067910013668,0.023714465306550473,-6.02603463194934e-07,0.9999885497356088
45,attn,-2.678465346451744e-07,-2.705211225915454e-07,-2.674587946370986e-09,0.02323093416972336,0.02323039576638958,-5.384033337774152e-07,0.9999878566277459
45,mlp,-1.9464241585888182e-06,-1.937158883582158e-06,9.265275006660209e-09,0.0237628491082018,0.023762252911306753,-5.961968950474184e-07,0.9999884811027607
46,attn,5.390062618999092e-07,5.632181482548211e-07,2.421188635491193e-08,0.023170792107147904,0.02317026131397136,-5.307931765438645e-07,0.9999877673835886
46,mlp,-1.7774926605877186e-07,-1.8294098949453903e-07,-5.191723435767176e-09,0.023863125095622283,0.023862511817491393,-6.132781308898494e-07,0.9999885340052332
47,attn,2.448449781947118e-06,2.4461293603244847e-06,-2.3204216226334076e-09,0.023071504882296333,0.02307096659162011,-5.382906762239903e-07,0.9999876761051557
47,mlp,-4.102494143672888e-06,-4.106318785180951e-06,-3.8246415080628464e-09,0.023995990838358815,0.02399539355522468,-5.972831341356788e-07,0.9999886223801935
48,attn,4.265665385156809e-07,3.88328432763768e-07,-3.8238105751912906e-08,0.02316197609325586,0.023161426566674338,-5.495265815204375e-07,0.9999878455055051
48,mlp,-3.749692666163305e-06,-3.7517850750643766e-06,-2.0924089010714664e-09,0.024218078329266902,0.02421745597389469,-6.223553722130293e-07,0.9999888675558534
49,attn,1.961346626532912e-06,1.9696012322374733e-06,8.254605704561119e-09,0.023198009474976397,0.023197453739846153,-5.557351302441782e-07,0.9999877103592835
49,mlp,-8.096862072197104e-06,-8.095044994384938e-06,1.8170778121654022e-09,0.02437914289198962,0.024378543230704357,-5.996612852630923e-07,0.9999889374639128
50,attn,8.66393912732355e-07,8.490665621339569e-07,-1.7327350598398105e-08,0.023017463983207174,0.023016941523237678,-5.224599694958476e-07,0.9999876709069836
50,mlp,-8.479695324261928e-06,-8.47685084596616e-06,2.844478295767794e-09,0.024435352161956587,0.024434739081547696,-6.130804088913533e-07,0.9999890346424312
51,attn,-3.3502935463342274e-06,-3.352316199479393e-06,-2.022653145165833e-09,0.023184434974873117,0.023183875572627428,-5.59402245688817e-07,0.9999874358891487
51,mlp,-5.9051371131590405e-06,-5.90508222228177e-06,5.4890877270178035e-11,0.024520086046215122,0.02451946084135224,-6.252048628807572e-07,0.9999891787457725
52,attn,3.830089195014929e-06,3.8219464555383e-06,-8.142739476628935e-09,0.02321616773685933,0.02321567943498544,-4.883018738903455e-07,0.9999878186171446
52,mlp,-7.641925145709261e-06,-7.649687409001809e-06,-7.762263292547566e-09,0.024708981816285388,0.024708374109205223,-6.077070801649431e-07,0.9999895681623322
53,attn,2.10655848528998e-06,2.115160401476714e-06,8.601916186733892e-09,0.02304762834492272,0.023047108642920543,-5.197020021760479e-07,0.9999878313897679
53,mlp,-7.547212183833904e-06,-7.542002446503225e-06,5.209737330678728e-09,0.02479778718991049,0.024797183648797152,-6.035411133364921e-07,0.9999896388496077
54,attn,-1.4083623885983768e-06,-1.4099095078653436e-06,-1.5471192669668273e-09,0.023410399718714805,0.023409870807478608,-5.289112361972492e-07,0.9999884575172021
54,mlp,-8.722345444326104e-06,-8.722759928925007e-06,-4.1448459890359383e-10,0.024993074307810646,0.02499245302320687,-6.212846037738362e-07,0.9999901577514613
55,attn,4.582179915403798e-06,4.589666605645822e-06,7.48669024202371e-09,0.02303166728087175,0.023031131678035763,-5.356028359888854e-07,0.9999883409510428
55,mlp,-7.728615876649095e-06,-7.734773965669316e-06,-6.1580890202203174e-09,0.025097321698997314,0.02509671184210617,-6.098568911434843e-07,0.9999904152424899
56,attn,-2.083856741103364e-06,-2.0978344125914005e-06,-1.3977671488036448e-08,0.02304564308978097,0.0230451837986416,-4.5929113936735155e-07,0.999988722952114
56,mlp,-7.82718387925278e-06,-7.82239027389242e-06,4.793605360359083e-09,0.025187247297833153,0.0251866258660394,-6.214317937527913e-07,0.9999906530549594
57,attn,-1.620368252010499e-07,-1.5624196586956168e-07,5.794859331488221e-09,0.022837232475475706,0.022836717334536294,-5.151409394124618e-07,0.9999881407156404
57,mlp,-9.111481159515411e-07,-9.243839488707849e-07,-1.3235832919243776e-08,0.025252442692385114,0.025251857271417596,-5.854209675186517e-07,0.9999908146542769
58,attn,2.708380981169965e-06,2.6998178553809963e-06,-8.5631257889686e-09,0.022760930199708044,0.022760391567579634,-5.386321284099604e-07,0.9999876433315321
58,mlp,4.141960516516888e-06,4.132654122633173e-06,-9.306393883715258e-09,0.025284009048517592,0.025283411111162946,-5.97937354646777e-07,0.9999909797619657
59,attn,-2.0502350268772107e-06,-2.0691378470971657e-06,-1.8902820219954977e-08,0.02231660190142459,0.022316080185249138,-5.217161754521304e-07,0.9999877470048447
59,mlp,9.255357384172963e-07,9.178749267610189e-07,-7.660811656277403e-09,0.025266957448736048,0.025266378501770305,-5.789469657430102e-07,0.9999910109391105
60,attn,2.9329790835898222e-06,2.921207471031886e-06,-1.1771612557936344e-08,0.02306416220784945,0.02306368058216178,-4.816256876684355e-07,0.9999890077404657
60,mlp,-6.446442114358032e-07,-6.469708820440699e-07,-2.32667060826668e-09,0.025168477309889494,0.025167881015770315,-5.962941191789417e-07,0.9999908221239243
61,attn,7.257976434361992e-07,6.943673324801003e-07,-3.143031095609889e-08,0.02305414290181917,0.02305365070570701,-4.921961121624741e-07,0.9999884621552071
61,mlp,2.3655376285959077e-07,2.3262722294169607e-07,-3.926539917894693e-09,0.025000817219686184,0.025000215024375924,-6.021953102598732e-07,0.9999905727861595
62,attn,2.359286094243722e-06,2.349853240468064e-06,-9.432853775658059e-09,0.02298524875553456,0.02298472573207944,-5.23023455118593e-07,0.9999886574922262
62,mlp,-3.1735197662264357e-06,-3.176269831242061e-06,-2.7500650156254474e-09,0.02481482696667825,0.024814236011660783,-5.90955017466116e-07,0.9999905258932903
63,attn,-2.4003822926373136e-06,-2.3924204209449132e-06,7.961871692400344e-09,0.02181490564175902,0.02181442093394684,-4.847078121789083e-07,0.9999879147390259
63,mlp,-8.602808797492183e-06,-8.602250469782988e-06,5.5832770919503e-10,0.024305510164987654,0.024304985225094305,-5.249398933489247e-07,0.9999907854932041
